timestamp,quote_timestamp,instrument_name,expiry,strike,option_type,bid,ask,mark,bid_btc,ask_btc,mark_btc,underlying,bid_size,ask_size,volume,volume_usd,open_interest,mark_iv,bid_iv,ask_iv,delta,gamma,vega,theta,rho,index_price,state
2026-04-28 21:34:00+00:00,2026-04-28 21:34:58.922000+00:00,BTC-2MAY26-75500-P,2026-05-02 08:00:00+00:00,75500.0,P,763.1953,839.51483,793.7231119999999,0.01,0.011,0.0104,76319.53,103.2,91.9,0.0,0.0,0.0,38.93,38.33,41.03,-0.38025,0.00013,28.19199,-159.78675,-2.80375,76319.53,open
2026-04-28 21:34:00+00:00,2026-04-28 21:34:58.922000+00:00,BTC-2MAY26-77500-C,2026-05-02 08:00:00+00:00,77500.0,C,572.396475,648.716005,602.924287,0.0075,0.0085,0.0079,76319.53,107.0,99.6,5.3,3034.63,4.6,37.35,35.61,38.42,0.34252,0.00013,27.20074,-147.91677,2.40116,76319.53,open
2026-04-28 21:34:00+00:00,2026-04-28 21:34:58.922000+00:00,BTC-2MAY26-77500-P,2026-05-02 08:00:00+00:00,77500.0,P,1717.1894249999998,1907.98825,1831.6687200000001,0.0225,0.025,0.024,76319.53,0.1,0.1,0.1,176.04,0.1,37.35,34.28,41.29,-0.65748,0.00013,27.20074,-147.91677,-4.89027,76319.53,open
2026-04-28 21:34:00+00:00,2026-04-28 21:35:00.935000+00:00,BTC-2MAY26-75000-C,2026-05-02 08:00:00+00:00,75000.0,C,1831.6658400000001,1984.30466,1907.9852500000002,0.024,0.026,0.025,76319.41,0.1,8.0,0.0,0.0,0.0,39.54,35.58,41.4,0.68219,0.00012,26.39648,-151.98344,4.71633,76319.41,open
2026-04-28 21:34:00+00:00,2026-04-28 21:35:00.935000+00:00,BTC-2MAY26-75000-P,2026-05-02 08:00:00+00:00,75000.0,P,610.55528,648.7149850000001,625.8191620000001,0.008,0.0085,0.0082,76319.41,43.5,20.0,1.4,991.29,1.4,39.54,39.35,40.8,-0.31781,0.00012,26.39648,-151.98344,-2.33989,76319.41,open
2026-04-28 21:34:00+00:00,2026-04-28 21:35:00.935000+00:00,BTC-2MAY26-78000-C,2026-05-02 08:00:00+00:00,78000.0,C,419.756755,496.076165,450.284519,0.0055,0.0065,0.0059,76319.41,114.6,115.3,7.3,3677.36,7.3,37.12,35.29,38.37,0.2786,0.00012,24.85852,-134.34133,1.95671,76319.41,open
2026-04-28 21:34:00+00:00,2026-04-28 21:35:01.943000+00:00,BTC-2MAY26-78000-P,2026-05-02 08:00:00+00:00,78000.0,P,1640.8627999999999,2442.2144,2175.0972,0.0215,0.032,0.0285,76319.2,16.9,0.2,0.0,0.0,0.0,37.12,0.0,48.55,-0.72143,0.00012,24.85742,-134.33662,-5.38193,76319.2,open
2026-04-28 21:34:00+00:00,2026-04-28 21:35:01.943000+00:00,BTC-2MAY26-74500-C,2026-05-02 08:00:00+00:00,74500.0,C,1831.6607999999999,2785.6508,2274.31216,0.024,0.0365,0.0298,76319.2,0.2,0.2,0.0,0.0,0.0,40.2,13.46,59.15,0.73831,0.00011,24.09181,-141.02928,5.08491,76319.2,open
2026-04-28 21:34:00+00:00,2026-04-28 21:35:01.943000+00:00,BTC-2MAY26-74500-P,2026-05-02 08:00:00+00:00,74500.0,P,457.91519999999997,534.2343999999999,496.0748,0.006,0.007,0.0065,76319.2,117.1,104.9,3.0,1637.23,3.0,40.2,39.24,42.39,-0.26169,0.00011,24.09181,-141.02928,-1.92427,76319.2,open
2026-04-28 21:34:00+00:00,2026-04-28 21:35:01.943000+00:00,BTC-2MAY26-78500-C,2026-05-02 08:00:00+00:00,78500.0,C,320.54064,351.06831999999997,328.17256,0.0042,0.0046,0.0043,76319.2,0.3,9.3,0.2,71.65,0.2,36.79,35.98,37.38,0.22014,0.00011,21.927,-117.45124,1.54888,76319.2,open
2026-04-28 21:34:00+00:00,2026-04-28 21:35:01.943000+00:00,BTC-2MAY26-78500-P,2026-05-02 08:00:00+00:00,78500.0,P,1946.1395999999997,3014.6084,2549.06128,0.0255,0.0395,0.0334,76319.2,10.9,0.2,0.0,0.0,0.0,36.79,0.0,57.0,-0.77986,0.00011,21.927,-117.45124,-5.83663,76319.2,open
