total_pnl,total_return,trades,sharpe,sortino,max_drawdown,vrp_capture_efficiency,stress_gap_pnl,win_rate,avg_trade_pnl,median_trade_pnl,worst_trade_pnl,avg_holding_hours,profit_factor,stress_to_pnl
0.18494069585176476,1.8494069585095474e-05,9.0,5.321511548339818,4.389557444301124,-5.092136028990785e-07,0.9568264675227284,-0.9664408266766219,0.7777777777777778,0.020548966205772817,0.017901286499675265,-0.005092211071154196,45.0,30.28890402587441,5.225679627869746
